econdata
Year,Area,Labor Force,Employment,Unemployment,Unemployment Rate
2014,East Hemet CDP,"7,800","6,800","1,000",12.6
2014,East Los Angeles CDP,"56,000","48,600","7,400",13.3
2014,East Oakdale CDP,"1,600","1,400",100,9.5
2014,Easton CDP,"1,000",900,100,12.2
2014,East Orosi CDP,400,200,100,36.9
2014,East Palo Alto city,"14,600","13,600","1,000",6.7
2014,East Pasadena CDP,"3,000","2,900",100,3.5
2014,East Porterville CDP,"2,700","1,900",800,29.0
2014,East Quincy CDP,"1,220","1,200",20,1.6
2014,East Richmond Heights CDP,"1,800","1,800",100,2.8
2014,East San Gabriel CDP,"7,300","7,100",200,3.2
2014,East Shore CDP,170,40,130,77.1
2014,East Sonora CDP,900,900,0,0.0
2014,Eastvale City city,"27,300","25,800","1,500",5.5
2014,Edwards AFB CDP,400,400,0,11.8
2014,El Cajon city,"45,800","41,600","4,200",9.2
2014,El Centro city,"21,100","16,400","4,700",22.4
2014,El Cerrito city,"12,700","12,000",700,5.3
2014,El Cerrito CDP,"2,200","2,000",100,5.1
2014,El Dorado Hills CDP,"21,400","20,200","1,200",5.6
2014,El Granada CDP,"3,300","3,200",100,3.9
2014,Elk Grove CDP,"77,000","72,700","4,300",5.6
2014,Elkhorn CDP,700,600,100,13.6
2014,Elmira CDP,100,100,0,6.5
2014,El Monte city,"52,200","46,900","5,300",10.2
2014,El Paso de Robles (Paso Robles) city,"16,200","15,200","1,000",6.2
2014,El Rio CDP,"3,000","2,600",300,11.5
2014,El Segundo city,"9,400","8,500",900,9.6
2014,El Sobrante CDP,"7,300","6,700",500,7.5
2014,El Verano CDP,"1,800","1,800",0,2.5
2014,Emeryville city,"7,100","6,800",300,4.1
2014,Empire CDP,"1,600","1,400",100,7.6
2014,Encinitas city,"32,500","30,800","1,700",5.2
2014,Escalon city,"3,500","3,300",200,5.7
2014,Escondido city,"68,300","63,900","4,400",6.4
2014,Esparto CDP,"1,700","1,600",100,7.3
2014,Eureka city,"12,800","11,900",800,6.5
2014,Exeter city,"4,500","3,900",600,13.0
2014,Fairfax town,"4,600","4,400",200,3.9
2014,Fairfield city,"50,800","47,400","3,400",6.8
2014,Fair Oaks CDP,"14,100","13,400",700,4.9
2014,Fairview CDP,"5,000","4,900",100,2.8
2014,Fallbrook CDP,"13,800","13,000",800,6.0
2014,Fall River Mills CDP,100,100,0,0.0
2014,Farmersville city,"4,900","4,100",800,15.7
2014,Farmington CDP,0,0,0,0.0
2014,Fellows CDP,0,0,0,11.1
2014,Felton CDP,"2,400","2,100",300,11.9
2014,Ferndale city,600,600,0,2.7
2014,Fetters Hot Springs Agua Caliente CDP,"2,400","2,400",100,2.5
2014,Fillmore city,"7,400","7,000",400,5.7
2014,Firebaugh city,"3,800","3,100",700,18.9
2014,Florence Graham CDP,"27,500","24,500","3,000",11.0
2014,Florin CDP,"20,100","17,600","2,500",12.2
2014,Folsom city,"34,900","33,300","1,700",4.8
2014,Fontana city,"92,800","84,800","8,100",8.7
2014,Foothill Farms CDP,"14,500","13,400","1,100",7.7
2014,Ford City CDP,"1,900","1,700",200,11.6
2014,Foresthill CDP,700,600,0,5.6
2014,Forest Meadows CDP,530,460,80,14.1
2014,Forestville CDP,"2,100","1,900",100,6.5
2014,Fort Bragg city,"3,280","3,060",230,6.9
2014,Fortuna city,"5,200","4,900",300,5.8
2014,Foster City city,"18,200","17,500",700,3.9
2014,Fountain Valley city,"28,300","26,800","1,500",5.4
2014,Fowler city,"2,800","2,600",200,8.8
2014,Frazier Park CDP,"1,200","1,000",100,11.2
2014,Freedom CDP,"2,000","1,700",300,12.9
2014,Fremont city,"113,900","108,700","5,200",4.6
2014,French Camp CDP,"1,100","1,000",100,11.3
2014,Fresno city,"234,900","205,500","29,500",12.5
2014,Friant CDP,200,200,0,19.1
2014,Fullerton city,"69,500","65,200","4,300",6.2
2014,Furnace Creek CDP,120,120,0,0.8
2014,Galt city,"10,800","9,900",900,8.6
2014,Gardena city,"29,900","27,400","2,500",8.2
2014,Garden Acres CDP,"4,400","3,800",600,14.2
2014,Garden Grove city,"82,200","76,600","5,600",6.8
2014,Georgetown CDP,"1,200","1,000",200,14.9
2014,Gilroy city,"26,500","24,700","1,800",6.7
2014,Glendale city,"100,700","92,600","8,100",8.0
2014,Glendora city,"25,000","23,300","1,800",7.0
2014,Glen Ellen CDP,500,500,0,0.0
2014,Golden Hills CDP,"4,400","4,200",200,5.0
2014,Gold River CDP,"3,300","3,000",300,8.0
2014,Goleta City,"17,200","16,500",600,3.6
2014,Gonzales city,"4,000","3,900",100,1.8
2014,Goshen CDP,"1,500","1,300",200,13.4
2014,Graeagle CDP,210,190,20,10.3
2014,Grand Terrace city,"6,100","5,600",500,8.0
2014,Granite Bay CDP,"9,900","9,200",700,6.6
2014,Grass Valley city,"5,800","5,330",470,8.1
2014,Graton CDP,800,700,100,10.7
2014,Greenfield city,"8,000","7,400",600,7.7
2014,Greenhorn CDP,140,120,30,17.6
2014,Green Valley CDP,700,700,0,0.0
2014,Greenville CDP,490,370,120,23.9
2014,Gridley city,"2,700","2,400",300,9.7
2014,Grover Beach city,"6,900","6,400",500,7.0
2014,Guadalupe city,"3,300","3,100",200,5.1
2014,Guerneville CDP,"2,500","2,300",100,6.0
2014,Gustine city,"2,700","2,400",400,13.4
2014,Hacienda Heights CDP,"25,400","23,800","1,700",6.6
2014,Half Moon Bay city,"7,100","6,900",200,3.3
2014,Hamilton Branch CDP,250,200,50,19.8
2014,Hamilton City CDP,"1,020",900,110,11.0
2014,Hanford city,"24,300","21,700","2,600",10.8
2014,Hawaiian Gardens city,"6,300","5,700",500,8.7
2014,Hawthorne city,"43,700","40,400","3,200",7.4
2014,Hayfork CDP,"1,020","1,000",30,2.5
2014,Hayward city,"76,400","70,200","6,200",8.1
2014,Healdsburg city,"6,000","5,700",300,5.1
2014,Heber CDP,"2,100","1,600",500,24.7
2014,Hemet city,"28,400","25,200","3,200",11.3
2014,Hercules city,"13,300","12,800",500,4.1
2014,Hermosa Beach city,"12,000","11,600",500,4.0
2014,Hesperia city,"34,300","30,600","3,700",10.8
2014,Hidden Hills city,600,600,0,6.8
2014,Hidden Valley Lake CDP,"3,060","2,980",90,2.8
2014,Highgrove CDP,"2,300","2,100",300,12.4
2014,Highland city,"23,200","21,600","1,600",7.0
2014,Hillsborough town,"4,900","4,600",200,4.4
2014,Hilmar Irwin CDP,"2,600","2,500",100,4.4
2014,Hollister city,"18,300","16,600","1,700",9.4
2014,Holtville city,"2,800","2,100",700,26.1
2014,Home Garden CDP,600,500,100,19.0
2014,Home Gardens CDP,"4,800","4,500",300,7.0
2014,Homeland CDP,"2,700","2,400",200,8.8
2014,Hughson city,"3,300","3,100",300,8.6
2014,Huntington Beach city,"106,800","101,100","5,700",5.3
2014,Huntington Park city,"27,200","24,300","2,900",10.8
2014,Huron city,"2,500","2,100",400,16.7
2014,Hydesville CDP,500,500,0,0.8
2014,Idyllwild Pine Cove CDP,"1,200","1,100",100,5.0
2014,Imperial city,"8,700","6,900","1,900",21.2
2014,Imperial Beach city,"12,100","10,900","1,200",9.9
2014,Independence CDP,230,220,10,4.3
2014,Indian Falls CDP,0,0,0,0.0
2014,Indian Wells city,"1,700","1,600",100,6.9
2014,Indio city,"37,100","33,800","3,300",8.9
2014,Industry city,200,100,0,9.3
2014,Inglewood city,"53,700","47,900","5,800",10.8
2014,Interlaken CDP,"3,500","3,200",300,9.3
2014,Inverness CDP,500,500,0,1.8
2014,Inyokern CDP,300,300,0,0.0
2014,Ione city,"2,050","1,890",160,7.9
2014,Iron Horse CDP,60,60,0,0.0
2014,Irvine city,"126,100","120,900","5,200",4.1
2014,Irwindale city,700,600,100,12.1
2014,Isla Vista CDP,"12,900","11,200","1,800",13.6
2014,Isleton city,300,300,0,6.9
2014,Ivanhoe CDP,"1,700","1,500",300,14.6
2014,Jackson city,"2,070","1,930",140,6.9
2014,Jamestown CDP,"1,270","1,090",180,13.8
2014,Johannesburg CDP,0,0,0,0.0
2014,Johnsville CDP,0,0,0,0.0
2014,Joshua Tree CDP,"2,300","2,000",300,12.7
2014,Jurupa Valley city,"44,500","39,800","4,700",10.6
2014,Keddie CDP,40,20,20,57.1
2014,Keeler CDP,10,10,0,0.0
2014,Keene CDP,200,100,0,11.1
2014,Kelseyville CDP,"1,480","1,390",90,6.0
2014,Kennedy CDP,"1,400","1,200",200,16.5
2014,Kensington CDP,"2,700","2,600",100,3.9
2014,Kerman city,"6,600","5,900",700,9.9
2014,Kernville CDP,500,500,0,0.0
2014,Kettleman City CDP,600,500,100,17.1
2014,Keyes CDP,"2,700","2,400",300,11.6
2014,King City city,"6,200","5,900",300,5.0
2014,Kings Beach CDP,"1,600","1,600",0,2.4
2014,Kingsburg city,"5,500","5,000",400,8.1
2014,Kirkwood CDP,70,70,0,4.2
2014,Klamath CDP,240,200,40,16.1
2014,Knightsen CDP,600,600,0,3.5
2014,La Canada Flintridge city,"9,100","8,800",400,3.9
2014,La Crescenta Montrose CDP,"9,600","9,000",600,5.9
2014,Ladera Heights CDP,"3,500","3,100",300,10.0
2014,Lafayette city,"11,800","11,400",400,3.4
2014,Laguna Beach city,"12,400","11,900",500,4.2
2014,Laguna Hills city,"16,700","15,800",800,5.0
2014,Laguna Niguel city,"34,400","32,700","1,700",5.0
2014,Laguna Woods city,"3,000","2,900",100,3.7
2014,La Habra city,"30,600","28,700","1,900",6.2
2014,La Habra Heights city,"2,600","2,400",200,6.8
2014,Lake Almanor Country Club CDP,90,90,0,0.0
2014,Lake Almanor Peninsula CDP,100,100,0,0.0
2014,Lake Almanor West CDP,40,20,10,31.4
2014,Lake Arrowhead CDP,"4,100","3,700",300,8.4
2014,Lake Elsinore city,"26,300","24,000","2,300",8.7
2014,Lake Forest city,"44,600","42,900","1,700",3.9
2014,Lake Isabella CDP,"1,200","1,100",200,14.4
2014,Lakeland Village CDP,"5,400","4,700",700,12.4
2014,Lake Los Angeles CDP,"3,700","3,200",600,15.2
2014,Lake Nacimiento CDP,"1,300","1,200",100,4.8
2014,Lake of the Pines CDP,"2,000","1,810",190,9.5
2014,Lake of the Woods CDP,300,200,0,10.2
2014,Lakeport city,"2,500","2,380",120,4.9
2014,Lakeside CDP,"10,500","9,600",900,8.4
2014,Lakeview CDP,"1,100","1,000",100,8.7
2014,Lake Wildwood CDP,"1,890","1,860",30,1.6
2014,Lakewood city,"42,100","39,400","2,700",6.4
2014,La Mesa city,"30,200","28,200","2,000",6.5
2014,La Mirada city,"23,500","22,200","1,400",5.8
2014,Lamont CDP,"6,900","6,300",700,9.5
2014,Lanare CDP,100,100,0,0.0
2014,Lancaster city,"63,700","57,800","5,900",9.2
2014,La Palma city,"7,500","7,100",400,5.4
2014,La Porte CDP,0,0,0,0.0
2014,La Puente city,"18,800","17,400","1,400",7.3
2014,La Quinta city,"17,200","16,300",900,5.2
2014,La Riviera CDP,"5,500","5,200",300,6.3
2014,Larkspur city,"6,900","6,700",200,3.3
2014,Las Flores CDP,"2,900","2,900",100,1.8
2014,Las Lomas CDP,"2,200","1,900",200,11.2
2014,Lathrop city,"9,200","8,500",700,7.9
2014,Laton CDP,900,800,100,13.7
2014,La Verne city,"15,500","14,500","1,000",6.3
2014,Lawndale city,"16,600","15,300","1,300",7.9
2014,Laytonville CDP,500,420,90,16.9
2014,Lebec CDP,"1,000",800,200,17.7
2014,Le Grand CDP,800,700,100,16.7
2014,Lemon Cove CDP,100,100,0,4.4
2014,Lemon Grove city,"12,400","11,300","1,000",8.4
2014,Lemoore city,"11,700","10,400","1,200",10.7
2014,Lemoore Station CDP,"1,500","1,300",100,9.1
2014,Lennox CDP,"10,700","9,800",900,8.6
2014,Lenwood CDP,"1,600","1,500",0,2.2
2014,Lewiston CDP,510,460,50,9.2
2014,Lincoln city,"18,200","17,000","1,200",6.8
2014,Lincoln Village CDP,"2,000","1,800",200,9.5
2014,Linda CDP,"6,900","5,800","1,000",15.2
2014,Linden CDP,900,900,0,4.0
2014,Lindsay city,"5,400","4,400","1,000",18.1
2014,Little Grass Valley CDP,0,0,0,0.0
2014,Littlerock CDP,600,500,100,17.0
2014,Live Oak CDP,"8,900","8,400",500,5.9
2014,Live Oak city,"3,900","3,400",400,11.1
2014,Livermore city,"45,500","43,700","1,800",4.0
2014,Livingston city,"6,400","6,000",400,6.6
2014,Lockeford CDP,"1,500","1,300",200,11.5
2014,Lodi city,"28,600","25,700","2,800",9.9
2014,Loma Linda city,"10,200","9,700",500,5.2
2014,Loma Rica CDP,"1,100","1,000",0,3.9
2014,Lomita city,"10,900","10,100",800,7.4
2014,Lompoc city,"18,200","16,700","1,400",8.0
2014,London CDP,700,600,100,19.0
2014,Lone Pine CDP,900,830,70,7.3
2014,Long Beach city,"238,300","216,800","21,500",9.0
2014,Loomis town,"3,100","2,800",200,7.4
2014,Los Alamitos city,"5,700","5,300",300,5.7
2014,Los Alamos CDP,900,800,100,6.3
2014,Los Altos city,"13,900","13,400",500,3.4
2014,Los Angeles city,"2,005,400","1,830,100","175,200",8.7
2014,Los Banos city,"15,700","13,700","2,100",13.1
2014,Los Gatos town,"15,300","14,800",500,3.5
2014,Los Molinos CDP,640,580,60,9.4
2014,Lost Hills CDP,900,900,0,3.9
2014,Lower Lake CDP,700,640,60,8.0
2014,Loyalton city,500,450,50,10.4
2014,Lucerne CDP,"1,300","1,240",60,4.9
2014,Lynwood city,"28,800","25,800","2,900",10.2
2014,McCloud CDP,410,340,70,17.9
2014,McFarland city,"5,900","5,100",800,13.2
2014,McKinleyville CDP,"7,400","7,100",400,4.9
2014,McKittrick CDP,0,0,0,0.0
2014,Madera city,"26,700","24,100","2,600",9.7
2014,Madera Acres CDP,"4,600","4,200",400,8.0
2014,Magalia CDP,"4,900","4,600",300,6.3
2014,Malibu city,"6,300","6,000",300,5.2
2014,Mammoth Lakes town,"5,160","5,130",30,0.6
2014,Manhattan Beach city,"18,800","18,100",600,3.4
2014,Manteca city,"34,600","30,900","3,700",10.6
2014,Manton CDP,110,100,10,9.2
2014,March AFB CDP,300,200,0,2.4
2014,Maricopa city,400,300,100,13.9
2014,Marina city,"11,800","11,000",800,6.8
2014,Marina del Rey CDP,"6,700","6,400",300,5.1
2014,Mariposa CDP,670,640,30,4.9
2014,Markleeville CDP,60,60,0,0.0
2014,Martinez city,"20,000","18,900","1,100",5.5
2014,Marysville city,"4,700","4,200",500,10.2
2014,Mayflower Village CDP,"2,900","2,800",200,5.4
2014,Maywood city,"12,500","11,400","1,100",8.6
2014,Meadow Valley CDP,240,160,80,33.8
2014,Meadow Vista CDP,"1,600","1,500",100,4.1
2014,Mecca CDP,"2,900","2,600",300,8.9
2014,Meiners Oaks CDP,"2,000","1,900",100,4.8
2014,Mendocino CDP,530,530,0,0.0
2014,Mendota city,"5,100","3,800","1,300",25.4
2014,Menifee City,"35,700","32,200","3,400",9.6
2014,Menlo Park city,"18,100","17,500",600,3.3
2014,Mentone CDP,"4,900","4,500",300,6.9
2014,Merced city,"34,400","30,200","4,200",12.1
2014,Mesa CDP,170,160,10,7.6
2014,Mesa Vista CDP,90,70,20,21.3
2014,Mettler CDP,100,100,0,20.8
2014,Middletown CDP,360,320,40,11.5
2014,Millbrae city,"12,000","11,500",500,4.1
2014,Mill Valley city,"7,000","6,800",200,2.8
2014,Milpitas city,"37,800","36,000","1,800",4.8
2014,Mineral CDP,110,90,20,15.7
2014,Mira Monte CDP,"3,600","3,300",300,7.9
2014,Mission Canyon CDP,"1,500","1,500",0,1.7
2014,Mission Hills CDP,"2,000","1,700",200,11.3
2014,Mission Viejo city,"49,700","47,100","2,500",5.1
2014,Mi Wuk Village CDP,420,350,80,17.8
2014,Modesto city,"94,900","84,500","10,400",10.9
2014,Mohawk Vista CDP,40,40,0,0.0
2014,Mojave CDP,"1,800","1,400",400,22.9
2014,Mokelumne Hill CDP,220,170,50,20.9
2014,Mono Vista CDP,"1,610","1,590",20,1.2
2014,Monrovia city,"20,600","19,300","1,300",6.4
2014,Montclair city,"18,000","16,800","1,200",6.8
2014,Montebello city,"28,400","26,400","2,000",7.1
2014,Montecito CDP,"3,200","2,900",300,9.1
2014,Monterey city,"15,400","14,400","1,000",6.5
2014,Monterey Park city,"29,100","27,000","2,100",7.4
2014,Monte Rio CDP,700,500,100,21.7
2014,Moorpark city,"19,300","18,300","1,000",5.2
2014,Morada CDP,"1,400","1,400",0,0.0
2014,Moraga town,"7,400","7,100",300,3.8
2014,Moreno Valley city,"89,600","81,800","7,800",8.7
2014,Morgan Hill city,"21,900","20,700","1,200",5.7
2014,Morongo Valley CDP,"1,500","1,400",100,7.4
2014,Morro Bay city,"5,100","4,600",400,8.7
2014,Moss Landing CDP,100,100,0,0.0
2014,Mountain Mesa CDP,200,200,0,9.3
2014,Mountain Ranch CDP,520,450,70,13.7
2014,Mountain View CDP,"1,300","1,100",200,11.9
2014,Mountain View city,"48,100","46,300","1,900",3.9
2014,Mountain View Acres CDP,"1,400","1,200",200,12.9
2014,Mount Shasta city,"1,530","1,480",40,2.9
2014,Murphys CDP,970,890,80,8.6
2014,Murrieta city,"50,500","47,200","3,300",6.6
2014,Muscoy CDP,"4,900","4,100",800,16.4
2014,Napa city,"41,800","39,300","2,500",6.0
2014,National City city,"24,400","22,400","2,000",8.1
2014,Needles city,"1,600","1,500",100,5.6
2014,Nevada City city,"1,380","1,310",80,5.5
2014,Newark city,"23,100","21,900","1,100",5.0
2014,Newman city,"4,700","4,100",700,14.4
2014,Newport Beach city,"44,900","42,900","2,000",4.5
2014,Nice CDP,980,920,60,5.6
2014,Nipomo CDP,"9,100","8,400",700,8.1
2014,Norco city,"11,300","10,600",700,6.6
2014,North Auburn CDP,"5,200","5,000",300,5.1
2014,North Edwards CDP,500,400,100,15.6
2014,North El Monte CDP,"1,700","1,600",100,4.3
2014,North Fair Oaks CDP,"7,800","7,500",200,3.1
2014,North Highlands CDP,"19,500","18,300","1,200",6.1
2014,North Lakeport CDP,"1,470","1,420",50,3.4
2014,Norwalk city,"50,300","46,000","4,200",8.4
2014,Novato city,"29,000","27,700","1,200",4.2
2014,Nuevo CDP,"2,900","2,700",200,7.8
2014,Oakdale city,"9,700","8,300","1,300",13.7
2014,Oakhurst CDP,"1,600","1,400",200,10.5
2014,Oakland city,"207,400","192,500","14,900",7.2
2014,Oakley city,"18,700","17,200","1,400",7.7
2014,Oak Park CDP,"7,100","6,500",600,7.8
2014,Oak View CDP,"2,300","2,100",200,6.9
2014,Occidental CDP,400,400,0,0.0
2014,Oceano CDP,"3,600","3,300",300,7.4
2014,Oceanside city,"81,100","75,800","5,400",6.6
2013,Acton CDP,"3,500","3,200",300,7.4
2013,Adelanto city,"8,800","7,400","1,400",16.0
2013,Agoura Hills city,"11,300","10,400",900,8.1
2013,Alameda city,"40,200","37,700","2,500",6.3
2013,Alamo CDP,"6,200","5,900",300,4.4
2013,Albany city,"9,300","8,700",600,6.1
2013,Alhambra city,"44,200","41,400","2,800",6.4
2013,Aliso Viejo CDP,"28,900","27,400","1,500",5.2
2013,Alondra Park CDP,"4,100","3,500",500,13.3
2013,Alpaugh CDP,400,300,100,29.9
2013,Alpine Village CDP,80,80,0,0.0
2013,Altadena CDP,"22,900","21,200","1,700",7.4
2013,Alta Sierra CDP,"3,550","3,400",150,4.2
2013,Alturas city,"1,210","1,040",170,13.8
2013,Amador City city,70,70,10,12.2
2013,American Canyon city,"10,300","9,400",900,9.0
2013,Anaheim city,"169,000","155,000","14,000",8.3
2013,Anderson city,"4,200","3,800",500,10.9
2013,Angels City city,"1,640","1,640",10,0.3
2013,Angwin CDP,"2,000","1,900",100,6.4
2013,Antioch city,"50,200","45,000","5,200",10.3
2013,Apple Valley town,"27,200","24,400","2,800",10.4
2013,Aptos CDP,"3,200","3,100",100,3.6
2013,Aptos Hills Larkin Valley CDP,"1,100",900,200,15.9
2013,Arbuckle CDP,"2,130","1,630",510,23.7
2013,Arcadia city,"27,900","26,300","1,600",5.7
2013,Arcata city,"9,900","8,700","1,200",12.1
2013,Arden Arcade CDP,"45,000","39,900","5,100",11.4
2013,Armona CDP,"1,500","1,200",200,17.2
2013,Arnold CDP,"1,090",950,140,12.6
2013,Aromas CDP (Monterey Co),"1,600","1,500",100,7.7
2013,Arroyo Grande city,"9,000","8,500",500,6.0
2013,Artesia city,"7,700","7,100",600,8.0
2013,Arvin city,"9,100","8,000","1,000",11.1
2013,Ashland CDP,"10,900","9,700","1,200",11.2
2013,Atascadero city,"14,800","13,900",800,5.7
2013,Atherton town,"2,900","2,800",200,5.8
2013,Atwater city,"12,400","10,400","2,000",15.9
2013,Auberry CDP,"1,000",900,100,8.1
2013,Auburn city,"6,500","6,000",500,8.4
2013,August CDP,"3,400","2,600",800,22.7
2013,Avalon city,"1,900","1,900",0,0.9
2013,Avenal city,"3,900","3,100",800,20.5
2013,Avery CDP,300,240,60,20.1
2013,Avocado Heights CDP,"7,300","6,400",900,11.9
2013,Azusa city,"23,200","21,500","1,700",7.4
2013,Bakersfield city,"179,300","160,500","18,900",10.5
2013,Baldwin Park city,"35,500","30,900","4,500",12.8
2013,Banning city,"10,400","9,500",900,8.8
2013,Barstow city,"8,400","7,300","1,100",13.1
2013,Bay Point CDP,"11,800","10,300","1,500",12.8
2013,Beale AFB CDP,200,200,0,18.4
2013,Bear Valley CDP,30,30,0,0.0
2013,Bear Valley Springs CDP,"1,800","1,700",100,6.0
2013,Beaumont city,"17,600","16,600","1,000",5.9
2013,Beckwourth CDP,110,110,0,0.0
2013,Belden CDP,0,0,0,0.0
2013,Bell city,"15,500","13,500","2,000",13.1
2013,Bellflower city,"35,600","32,300","3,300",9.3
2013,Bell Gardens city,"18,300","16,200","2,000",11.2
2013,Belmont city,"15,500","14,700",700,4.6
2013,Benicia city,"14,400","13,600",800,5.7
2013,Ben Lomond CDP,"3,700","3,500",200,4.9
2013,Berkeley city,"59,700","56,200","3,500",5.8
2013,Bermuda Dunes CDP,"3,200","2,900",300,8.9
2013,Bertsch Oceanview CDP,880,640,240,27.1
2013,Bethel Island CDP,800,700,0,5.6
2013,Beverly Hills city,"18,300","16,600","1,700",9.3
2013,Big Bear City CDP,"5,200","4,900",300,6.0
2013,Big Bear Lake city,"2,100","2,000",100,3.8
2013,Biggs city,900,800,100,6.0
2013,Big Pine CDP,770,690,80,10.2
2013,Big River CDP,400,300,100,14.7
2013,Biola CDP,700,500,200,34.5
2013,Bishop city,"1,740","1,620",120,6.7
2013,Bloomington CDP,"9,500","8,500","1,000",10.8
2013,Blue Lake city,500,500,0,7.9
2013,Bluewater CDP,0,0,0,16.1
2013,Blythe city,"5,200","4,700",500,10.3
2013,Bodega Bay CDP,500,400,0,5.1
2013,Bodfish CDP,400,300,100,12.7
2013,Bonadelle Ranchos Madera Ranchos CDP,"4,100","3,700",400,8.9
2013,Bonita CDP,"6,100","5,300",700,11.7
2013,Bootjack CDP,370,310,60,15.6
2013,Boron CDP,800,800,100,7.6
2013,Boronda CDP,600,300,300,44.7
2013,Bostonia CDP,"8,200","7,000","1,200",14.4
2013,Boulder Creek CDP,"2,700","2,300",300,12.5
2013,Boyes Hot Springs CDP,"3,900","3,700",200,4.7
2013,Bradbury city,400,400,0,3.2
2013,Bradley CDP,100,100,0,0.0
2013,Brawley city,"12,000","8,700","3,300",27.3
2013,Brea city,"21,500","20,100","1,400",6.3
2013,Brentwood city,"25,200","23,600","1,600",6.3
2013,Bret Harte CDP,"2,100","1,600",500,24.7
2013,Brisbane city,"2,700","2,500",100,5.5
2013,Broadmoor CDP,"3,400","3,000",300,10.2
2013,Bucks Lake CDP,10,10,0,0.0
2013,Buellton city,"2,700","2,600",100,3.0
2013,Buena Park city,"39,500","37,300","2,200",5.7
2013,Burbank city,"57,200","52,600","4,600",8.0
2013,Burlingame city,"16,800","16,100",700,4.1
2013,Burney CDP,"1,300","1,100",200,12.3
2013,Buttonwillow CDP,600,500,100,12.2
2013,Byron CDP,600,500,100,13.8
2013,Bystrom CDP,"1,300","1,200",200,13.6
2013,Cabazon CDP,"1,200","1,100",100,8.4
2013,Calabasas city,"11,600","10,900",700,6.1
2013,Calexico city,"18,200","12,900","5,200",28.9
2013,California City city,"4,800","3,700","1,100",22.6
2013,Calimesa city,"3,200","2,900",300,9.8
2013,Calipatria city,"1,300",900,400,30.7
2013,Calistoga city,"2,700","2,500",200,9.2
2013,Calwa CDP,900,700,200,23.1
2013,Camarillo city,"33,800","31,600","2,200",6.6
2013,Cambria CDP,"2,600","2,400",200,8.8
2013,Cameron Park CDP,"9,400","8,600",700,7.8
2013,Campbell city,"24,200","23,000","1,100",4.7
2013,Cantua Creek CDP,100,100,0,12.1
2013,Canyondam CDP,60,10,40,80.0
2013,Canyon Lake city,"4,700","4,500",200,5.1
2013,Capitola city,"5,400","5,300",200,3.1
2013,Carlsbad city,"53,300","49,600","3,800",7.1
2013,Carmel by the Sea city,"1,500","1,500",0,0.3
2013,Carmel Valley Village CDP,"2,600","2,200",400,15.2
2013,Carmichael CDP,"29,400","26,800","2,600",8.9
2013,Carpinteria city,"7,200","6,800",400,6.1
2013,Carson city,"46,900","41,000","5,800",12.4
2013,Cartago CDP,0,0,0,0.0
2013,Caruthers CDP,"1,200","1,000",200,12.9
2013,Casa Conejo CDP,"1,800","1,500",200,12.3
2013,Casa de Oro Mount Helix CDP,"9,400","8,700",700,7.4
2013,Castro Valley CDP,"30,100","28,100","2,000",6.6
2013,Castroville CDP,"3,500","2,900",700,18.6
2013,Cathedral City city,"24,100","22,200","2,000",8.1
2013,Cayucos CDP,"1,300","1,200",100,6.7
2013,Ceres city,"21,400","18,400","3,000",13.8
2013,Cerritos city,"24,100","22,400","1,800",7.3
2013,Challenge Brownsville CDP,200,200,0,0.0
2013,Channel Islands Beach CDP,"1,800","1,500",400,20.5
2013,Charter Oak CDP,"4,900","4,300",600,11.6
2013,Cherryland CDP,"7,300","6,400",900,12.7
2013,Cherry Valley CDP,"2,900","2,800",200,6.1
2013,Chester CDP,"1,030",910,120,11.7
2013,Chico city,"46,800","42,700","4,000",8.6
2013,Chilcoot Vinton CDP,30,0,30,100.0
2013,China Lake Acres CDP,600,500,100,10.0
2013,Chinese Camp CDP,30,30,0,0.0
2013,Chino city,"36,500","33,700","2,800",7.6
2013,Chino Hills city,"39,800","36,900","2,900",7.2
2013,Chowchilla city,"4,500","4,000",500,11.2
2013,Chualar CDP,700,600,100,11.5
2013,Chula Vista city,"120,200","108,500","11,800",9.8
2013,Citrus CDP,"5,200","4,800",400,6.9
2013,Citrus Heights city,"42,900","38,900","4,000",9.3
2013,Claremont city,"16,600","15,100","1,500",9.3
2013,Clayton city,"5,500","5,300",200,3.5
2013,Clearlake city,"6,480","5,200","1,280",19.7
2013,Clearlake Oaks CDP,810,690,120,15.0
2013,Clio CDP,40,40,0,0.0
2013,Cloverdale city,"4,200","4,000",200,4.0
2013,Clovis city,"49,500","44,300","5,100",10.4
2013,Clyde CDP,300,300,0,5.5
2013,Coachella city,"18,100","15,400","2,700",15.0
2013,Coalinga city,"6,200","5,400",900,14.0
2013,Cobb CDP,500,470,40,7.3
2013,Colfax city,900,800,100,11.6
2013,Colton city,"23,100","20,900","2,300",9.8
2013,Columbia CDP,870,670,200,23.0
2013,Colusa city,"3,070","2,580",490,15.9
2013,Commerce city,"5,800","5,100",700,11.6
2013,Compton city,"40,600","34,600","6,000",14.8
2013,Concord city,"65,100","59,800","5,300",8.1
2013,Concow CDP,200,200,100,21.1
2013,Copperopolis CDP,"2,260","2,020",240,10.6
2013,Corcoran city,"4,600","3,900",700,15.8
2013,Corning city,"2,950","2,560",400,13.4
2013,Corona city,"76,300","70,300","5,900",7.8
2013,Coronado city,"8,200","7,900",400,4.6
2013,Corralitos CDP,"1,200","1,100",100,9.2
